Type;viersteller;vierstellername;AnzahlA;Anzahl KH;mwNennungenKH;antKHTop10Prozent;antKHTop20Prozent;antKHTop30Prozent;antKHTop40Prozent;antKHTop50Prozent
1;5-540;Inzision der Bauchwand;4068;810;5.0222;0.4061;0.5674;0.679;0.7647;0.8306
1;5-541;Laparotomie und Eröffnung des Retroperitoneums;82572;1040;79.3962;0.4089;0.5902;0.7134;0.8041;0.871
1;5-542;Exzision und Destruktion von erkranktem Gewebe der Bauchwand;9413;957;9.8359;0.3555;0.5225;0.6498;0.7475;0.8246
1;5-543;Exzision und Destruktion von peritonealem Gewebe;41155;990;41.5707;0.4245;0.5993;0.7202;0.8095;0.8775
1;5-545;Verschluss von Bauchwand und Peritoneum;17572;972;18.0782;0.3876;0.5672;0.6905;0.7814;0.8525
1;5-546;Plastische Rekonstruktion von Bauchwand und Peritoneum;11111;878;12.6549;0.4764;0.6484;0.7567;0.8377;0.8944
1;5-547;Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung;4364;688;6.343;0.4746;0.6494;0.7537;0.8261;0.8811
1;5-549;Andere Bauchoperationen;28002;1002;27.9461;0.412;0.5809;0.7017;0.7928;0.8616
1;5-550;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung;50609;528;95.8504;0.3538;0.5607;0.7172;0.8392;0.928
1;5-551;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie;999;292;3.4212;0.3353;0.4945;0.6226;0.7157;0.7998
1;5-552;Exzision und Destruktion von (erkranktem) Gewebe der Niere;4267;426;10.0164;0.3792;0.5533;0.6871;0.7863;0.8613
1;5-553;Partielle Resektion der Niere;9075;403;22.5186;0.371;0.5564;0.6905;0.7889;0.8681
1;5-554;Nephrektomie;15168;534;28.4045;0.3599;0.5581;0.6973;0.8083;0.895
1;5-555;Nierentransplantation;2094;40;52.35;0.2412;0.3997;0.5396;0.6652;0.7555
1;5-557;Rekonstruktion der Niere;4112;381;10.7927;0.3769;0.5513;0.6756;0.7663;0.8419
1;5-559;Andere Operationen an der Niere;1788;340;5.2588;0.4575;0.6286;0.7315;0.8098;0.8674
1;5-560;Transurethrale und perkutan-transrenale Erweiterung des Ureters;21723;555;39.1405;0.7051;0.8428;0.9085;0.9449;0.9673
1;5-561;Inzision, Resektion und (andere) Erweiterung des Ureterostiums;4992;364;13.7143;0.5942;0.7318;0.8101;0.8656;0.9075
1;5-562;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung;70355;435;161.7356;0.2927;0.4692;0.6136;0.7279;0.8239
1;5-563;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie;3514;454;7.7401;0.3876;0.576;0.7032;0.7977;0.866
1;5-564;Kutane Harnableitung durch Ureterokutaneostomie (nicht kontinentes Stoma);1859;322;5.7733;0.3389;0.5358;0.6703;0.7644;0.8359
1;5-565;Kutane Harnableitung mit Darminterponat [Conduit] (nicht kontinentes Stoma);5905;383;15.4178;0.324;0.5041;0.6317;0.739;0.8269
1;5-566;Kutane Harnableitung mit Darmreservoir (kontinentes Stoma);513;150;3.42;0.4308;0.5965;0.6959;0.7817;0.8402
1;5-567;Interne Harnableitung über den Darm;67;44;1.5227;0.2388;0.403;0.5224;0.6119;0.6716
1;5-568;Rekonstruktion des Ureters;4556;604;7.543;0.4936;0.6679;0.7728;0.8477;0.8962
1;5-569;Andere Operationen am Ureter;22703;777;29.2188;0.5235;0.7086;0.8166;0.8861;0.9319
1;5-570;Endoskopische Entfernung von Steinen, Fremdkörpern und Tamponaden der Harnblase;24871;501;49.6427;0.2876;0.4755;0.6265;0.7522;0.8579
1;5-571;Zystotomie [Sectio alta];1130;348;3.2471;0.2805;0.4575;0.5947;0.7027;0.7885
1;5-572;Zystostomie;67061;1153;58.1622;0.4604;0.6907;0.8208;0.8965;0.9406
1;5-573;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase;111074;478;232.3724;0.2613;0.4363;0.5804;0.7067;0.8173
1;5-574;Offen chirurgische und laparoskopische Exzision und Destruktion von (erkranktem) Gewebe der Harnblase;1460;485;3.0103;0.363;0.5288;0.6432;0.7336;0.8007
1;5-575;Partielle Harnblasenresektion;3147;570;5.5211;0.4334;0.6034;0.7188;0.8004;0.8595
1;5-576;Zystektomie;8117;408;19.8946;0.3044;0.487;0.6235;0.7345;0.8246
1;5-577;Ersatz der Harnblase;1932;318;6.0755;0.3406;0.5155;0.646;0.7495;0.8271
1;5-578;Andere plastische Rekonstruktion der Harnblase;6649;866;7.6778;0.3963;0.565;0.6821;0.7723;0.8442
1;5-579;Andere Operationen an der Harnblase;16781;623;26.9358;0.4674;0.656;0.7808;0.8696;0.9309
1;5-580;Offen chirurgische Urethrotomie und Urethrostomie;390;172;2.2674;0.3897;0.5282;0.6359;0.7231;0.7795
1;5-581;Plastische Meatotomie der Urethra;5179;405;12.7877;0.4271;0.5858;0.7007;0.7863;0.8571
1;5-582;Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Urethra;4986;530;9.4075;0.363;0.5431;0.6799;0.7858;0.8648
1;5-583;Urethrektomie als selbständiger Eingriff;222;142;1.5634;0.2342;0.3739;0.509;0.6171;0.6802
1;5-584;Rekonstruktion der Urethra;4269;386;11.0596;0.6456;0.7651;0.8416;0.8908;0.9281
1;5-585;Transurethrale Inzision von (erkranktem) Gewebe der Urethra;26876;444;60.5315;0.2912;0.4758;0.6158;0.7302;0.8198
1;5-589;Andere Operationen an Urethra und periurethralem Gewebe;2378;442;5.3801;0.5875;0.7124;0.791;0.8465;0.8886
1;5-590;Inzision und Exzision von retroperitonealem Gewebe;11700;924;12.6623;0.4981;0.6421;0.7409;0.8162;0.8753
1;5-591;Inzision und Exzision von perivesikalem Gewebe;980;344;2.8488;0.452;0.5918;0.6878;0.7592;0.8245
1;5-592;Raffung des urethrovesikalen Überganges;161;23;7.00;0.6646;0.8509;0.882;0.9068;0.9317
1;5-593;Transvaginale Suspensionsoperation [Zügeloperation];13620;688;19.7965;0.3855;0.5623;0.6851;0.7806;0.8543
1;5-594;Suprapubische (urethrovesikale) Zügeloperation [Schlingenoperation];1135;168;6.756;0.5885;0.7374;0.8106;0.8661;0.904
1;5-595;Abdominale retropubische und paraurethrale Suspensionsoperation;2823;356;7.9298;0.5175;0.6872;0.7935;0.8583;0.904
1;5-596;Andere Harninkontinenzoperationen;1743;323;5.3963;0.4309;0.6087;0.7217;0.8032;0.8635
1;5-597;Eingriffe bei artifiziellem Harnblasensphinkter;1865;237;7.8692;0.4252;0.5946;0.7201;0.8145;0.8777
1;5-598;Suspensionsoperation [Zügeloperation] bei Harninkontinenz des Mannes;429;117;3.6667;0.3986;0.5571;0.6737;0.7576;0.8252
1;5-599;Andere Operationen am Harntrakt;2413;429;5.6247;0.4704;0.6341;0.7414;0.8201;0.8761
1;5-600;Inzision der Prostata;549;154;3.5649;0.5829;0.7086;0.776;0.8324;0.8597
1;5-601;Transurethrale Exzision und Destruktion von Prostatagewebe;66005;411;160.5961;0.2429;0.4092;0.5473;0.663;0.7613
1;5-602;Transrektale und perkutane Destruktion von Prostatagewebe;1183;66;17.9242;0.4607;0.6323;0.7515;0.8267;0.8994
1;5-603;Exzision und Destruktion von Prostatagewebe;4221;369;11.439;0.3321;0.5134;0.6487;0.7557;0.8384
1;5-604;Radikale Prostatovesikulektomie;22018;366;60.1585;0.4791;0.6372;0.7411;0.8196;0.8803
1;5-605;Andere Exzision und Destruktion von Prostatagewebe;56;49;1.1429;0.2143;0.3036;0.3929;0.4821;0.5714
1;5-606;Operationen an den Vesiculae seminales;145;88;1.6477;0.3034;0.4483;0.5586;0.6345;0.6966
1;5-607;Inzision und Exzision von periprostatischem Gewebe;367;192;1.9115;0.3542;0.4959;0.6049;0.6866;0.7384
1;5-609;Andere Operationen an der Prostata;5852;388;15.0825;0.3484;0.5362;0.6647;0.7676;0.8452
1;5-610;Inzision an Skrotum und Tunica vaginalis testis;3742;593;6.3103;0.3886;0.5887;0.7258;0.8148;0.876
1;5-611;Operation einer Hydrocele testis;8772;750;11.696;0.381;0.6021;0.7555;0.8575;0.9171
1;5-612;Exzision und Destruktion von erkranktem Skrotumgewebe;2695;599;4.4992;0.3822;0.5607;0.6865;0.7796;0.8508
1;5-613;Plastische Rekonstruktion von Skrotum und Tunica vaginalis testis;490;226;2.1681;0.3612;0.5102;0.6163;0.7061;0.7694
1;5-619;Andere Operationen an Skrotum und Tunica vaginalis testis;385;223;1.7265;0.2701;0.4208;0.5351;0.6494;0.7117
1;5-620;Inzision des Hodens;138;93;1.4839;0.2609;0.4058;0.529;0.5942;0.6667
1;5-621;Exzision und Destruktion von erkranktem Gewebe des Hodens;1255;340;3.6912;0.3259;0.5044;0.6311;0.7299;0.8112
1;5-622;Orchidektomie;10925;671;16.2817;0.344;0.5539;0.7152;0.8412;0.9232
1;5-624;Orchidopexie;12636;481;26.2703;0.4085;0.6026;0.7368;0.8302;0.8962
1;5-625;Exploration bei Kryptorchismus;461;129;3.5736;0.3818;0.5705;0.7115;0.7961;0.8525
1;5-626;Operative Verlagerung eines Abdominalhodens;398;113;3.5221;0.3769;0.5553;0.6709;0.7538;0.8191
1;5-627;Rekonstruktion des Hodens;156;102;1.5294;0.2436;0.4103;0.5449;0.609;0.6731
1;5-628;Implantation, Wechsel und Entfernung einer Hodenprothese;986;196;5.0306;0.4848;0.6582;0.7586;0.8245;0.8773
1;5-629;Andere Operationen am Hoden;4726;415;11.388;0.3658;0.5565;0.7002;0.8007;0.8741
1;5-630;Operative Behandlung einer Varikozele und einer Hydrocele funiculi spermatici;2226;407;5.4693;0.363;0.5539;0.6842;0.7857;0.8585
1;5-631;Exzision im Bereich der Epididymis;9740;551;17.677;0.3991;0.5948;0.7306;0.8258;0.8943
1;5-633;Epididymektomie;1088;309;3.521;0.3051;0.4779;0.6112;0.7123;0.796
1;5-634;Rekonstruktion des Funiculus spermaticus;2046;389;5.2596;0.3196;0.499;0.6339;0.74;0.8231
1;5-635;Vasotomie des Ductus deferens;150;24;6.25;0.7667;0.86;0.8867;0.9067;0.92
1;5-636;Destruktion, Ligatur und Resektion des Ductus deferens;1781;404;4.4084;0.571;0.6951;0.7681;0.8237;0.8686
1;5-637;Rekonstruktion von Ductus deferens und Epididymis;111;67;1.6567;0.3243;0.4685;0.5766;0.6396;0.7027
1;5-639;Andere Operationen an Funiculus spermaticus, Epididymis und Ductus deferens;1458;384;3.7969;0.5158;0.6578;0.7455;0.8038;0.856
1;5-640;Operationen am Präputium;20201;700;28.8586;0.432;0.6357;0.7744;0.8723;0.938
1;5-641;Lokale Exzision und Destruktion von erkranktem Gewebe des Penis;3548;413;8.5908;0.5431;0.6908;0.7833;0.8484;0.8963
1;5-642;Amputation des Penis;1208;306;3.9477;0.4048;0.5497;0.6565;0.7368;0.8137
1;5-643;Plastische Rekonstruktion des Penis;2780;337;8.2493;0.5101;0.6734;0.7788;0.8489;0.8971
1;5-644;Plastische Rekonstruktion bei männlicher Epispadie;98;26;3.7692;0.50;0.6327;0.7347;0.7755;0.8367
1;5-645;Plastische Rekonstruktion bei männlicher Hypospadie;4811;206;23.3544;0.5959;0.7477;0.8472;0.9081;0.9476
1;5-646;Operationen zur Geschlechtsumwandlung;1528;42;36.381;0.6492;0.8364;0.947;0.9719;0.981
1;5-649;Andere Operationen am Penis;1927;338;5.7012;0.5148;0.6549;0.7473;0.8184;0.8713
1;5-650;Inzision des Ovars;2438;585;4.1675;0.3757;0.5402;0.6661;0.7564;0.829
1;5-651;Lokale Exzision und Destruktion von Ovarialgewebe;51410;913;56.3089;0.3387;0.5279;0.6663;0.7759;0.8648
1;5-652;Ovariektomie;5961;798;7.4699;0.3671;0.5429;0.6675;0.7658;0.84
1;5-653;Salpingoovariektomie;45614;838;54.432;0.3139;0.4981;0.6397;0.7518;0.8424
1;5-656;Plastische Rekonstruktion des Ovars;3335;482;6.9191;0.5202;0.678;0.7772;0.8447;0.8915
1;5-657;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung;44010;781;56.3508;0.3789;0.5581;0.6844;0.781;0.8589
1;5-658;Adhäsiolyse an Ovar und Tuba uterina mit mikrochirurgischer Versorgung;2733;419;6.5227;0.4449;0.6165;0.7311;0.813;0.8752
1;5-659;Andere Operationen am Ovar;1987;587;3.385;0.3372;0.5133;0.6422;0.7378;0.8098
1;5-660;Salpingotomie;2714;578;4.6955;0.3489;0.5184;0.6371;0.7347;0.8139
1;5-661;Salpingektomie;42990;732;58.7295;0.3226;0.5038;0.6479;0.7579;0.8425
1;5-663;Destruktion und Verschluss der Tubae uterinae [Sterilisationsoperation];11042;633;17.4439;0.3617;0.5563;0.6892;0.7905;0.8652
1;5-665;Exzision und Destruktion von erkranktem Gewebe der Tuba uterina;3567;655;5.4458;0.4298;0.5935;0.7065;0.7909;0.8525
1;5-666;Plastische Rekonstruktion der Tuba uterina;812;247;3.2874;0.4397;0.5825;0.686;0.7586;0.8202
1;5-667;Insufflation der Tubae uterinae;12600;641;19.6568;0.582;0.7206;0.806;0.865;0.9076
1;5-669;Andere Operationen an der Tuba uterina;370;246;1.5041;0.2378;0.3676;0.5027;0.60;0.6676
1;5-670;Dilatation des Zervikalkanals;5911;498;11.8695;0.697;0.807;0.8664;0.9048;0.9337
1;5-671;Konisation der Cervix uteri;5801;600;9.6683;0.4922;0.6547;0.7576;0.8302;0.8833
1;5-672;Andere Exzision und Destruktion von erkranktem Gewebe der Cervix uteri;3324;596;5.5772;0.4859;0.6252;0.7238;0.7993;0.8559
1;5-673;Amputation der Cervix uteri;166;107;1.5514;0.3253;0.4639;0.5482;0.6145;0.6807
1;5-674;Rekonstruktion der Cervix uteri in der Gravidität;4145;373;11.1126;0.4786;0.6729;0.7853;0.8644;0.9146
1;5-675;Andere Rekonstruktion der Cervix uteri;679;332;2.0452;0.3196;0.4742;0.5832;0.6804;0.7555
1;5-679;Andere Operationen an der Cervix uteri;1576;373;4.2252;0.467;0.6332;0.7386;0.809;0.8604
1;5-680;Inzision des Uterus [Hysterotomie];123;90;1.3667;0.2602;0.4065;0.4878;0.561;0.6341
1;5-681;Exzision und Destruktion von erkranktem Gewebe des Uterus;45060;746;60.4021;0.4125;0.5934;0.7178;0.8079;0.876
1;5-682;Subtotale Uterusexstirpation;20745;630;32.9286;0.4158;0.6054;0.7355;0.8263;0.8913
1;5-683;Uterusexstirpation [Hysterektomie];76642;771;99.406;0.2587;0.429;0.5696;0.685;0.7821
1;5-684;Zervixstumpfexstirpation;705;343;2.0554;0.305;0.4652;0.5872;0.6837;0.7574
1;5-685;Radikale Uterusexstirpation;5990;596;10.0503;0.3798;0.5487;0.6706;0.7649;0.8406
1;5-686;Radikale Zervixstumpfexstirpation;70;53;1.3208;0.30;0.40;0.4714;0.5429;0.6286
1;5-687;Exenteration [Eviszeration] des weiblichen kleinen Beckens;1410;315;4.4762;0.3589;0.5298;0.6603;0.7574;0.8369
1;5-689;Andere Inzision und Exzision des Uterus;242;49;4.9388;0.7769;0.8264;0.8595;0.8802;0.9008
1;5-690;Therapeutische Kürettage [Abrasio uteri];47980;698;68.7393;0.2694;0.4315;0.559;0.6649;0.7549
1;5-691;Entfernung eines intrauterinen Fremdkörpers;4238;657;6.4505;0.3018;0.4658;0.5934;0.6973;0.7846
1;5-692;Exzision und Destruktion von erkranktem Gewebe der Parametrien;1079;310;3.4806;0.5579;0.683;0.7553;0.8128;0.8563
1;5-693;Plastische Rekonstruktion der Parametrien (bei Lagekorrektur des Uterus);179;69;2.5942;0.5251;0.6257;0.7039;0.7709;0.8101
1;5-694;Parazervikale Uterusdenervation;0;0;0;0;0;0;0;0
1;5-695;Rekonstruktion des Uterus;1886;479;3.9374;0.4343;0.6002;0.7025;0.7789;0.834
1;5-699;Andere Operationen an Uterus und Parametrien;303;197;1.5381;0.2607;0.4092;0.5413;0.6106;0.6766
1;5-700;Kuldotomie;640;323;1.9814;0.3828;0.5141;0.6141;0.6969;0.7484
1;5-701;Inzision der Vagina;1479;509;2.9057;0.3678;0.5213;0.6315;0.7214;0.7904
1;5-702;Lokale Exzision und Destruktion von erkranktem Gewebe der Vagina und des Douglasraumes;22401;783;28.6092;0.5284;0.6806;0.7778;0.8481;0.9013
1;5-703;Verschluss und (sub-)totale Exstirpation der Vagina;2105;487;4.3224;0.4428;0.5971;0.7083;0.79;0.8489
1;5-704;Vaginale Kolporrhaphie und Beckenbodenplastik;79170;743;106.5545;0.3433;0.5131;0.6393;0.7392;0.823
1;5-705;Konstruktion und Rekonstruktion der Vagina;1073;231;4.645;0.6822;0.767;0.8211;0.8639;0.8928
1;5-706;Andere plastische Rekonstruktion der Vagina;3825;705;5.4255;0.389;0.5595;0.6782;0.7673;0.8379
1;5-707;Plastische Rekonstruktion des kleinen Beckens und des Douglasraumes;6088;518;11.7529;0.4939;0.6736;0.7778;0.853;0.9056
1;5-709;Andere Operationen an Vagina und Douglasraum;643;332;1.9367;0.3126;0.4728;0.5785;0.6812;0.7418
1;5-710;Inzision der Vulva;2423;588;4.1207;0.3331;0.5159;0.6442;0.7429;0.8196
1;5-711;Operationen an der Bartholin-Drüse (Zyste);3253;633;5.139;0.3136;0.4888;0.6167;0.7181;0.8002
1;5-712;Andere Exzision und Destruktion von erkranktem Gewebe der Vulva;7979;729;10.9451;0.4152;0.5873;0.7076;0.7986;0.8668
1;5-713;Operationen an der Klitoris;981;164;5.9817;0.7859;0.843;0.8756;0.9001;0.9164
1;5-714;Vulvektomie;2964;544;5.4485;0.3553;0.528;0.6535;0.7537;0.831
1;5-715;Radikale Vulvektomie;821;303;2.7096;0.3837;0.5518;0.6577;0.7308;0.8063
1;5-716;Konstruktion und Rekonstruktion der Vulva (und des Perineums);3431;552;6.2156;0.5611;0.6911;0.7776;0.8374;0.8852
1;5-718;Andere Operationen an der Vulva;383;218;1.7569;0.3185;0.4674;0.577;0.658;0.7154
1;5-719;Andere Operationen an den weiblichen Geschlechtsorganen;98;56;1.75;0.4388;0.5408;0.602;0.6531;0.7143
1;5-720;Zangenentbindung;2591;331;7.8278;0.5342;0.6704;0.765;0.8402;0.8962
1;5-724;Drehung des kindlichen Kopfes mit Zange;32;10;3.20;0.6875;0.75;0.7813;0.8125;0.8438
1;5-725;Extraktion bei Beckenendlage;287;115;2.4957;0.5366;0.6272;0.7108;0.7596;0.8014
1;5-727;Spontane und vaginale operative Entbindung bei Beckenendlage;2301;316;7.2816;0.5754;0.7166;0.8083;0.8644;0.907
1;5-728;Vakuumentbindung;47841;629;76.0588;0.3169;0.4916;0.6222;0.7225;0.8035
1;5-729;Andere instrumentelle Entbindung;10;9;1.1111;0.20;0.30;0.40;0.50;0.60
1;5-730;Künstliche Fruchtblasensprengung [Amniotomie];73469;604;121.6374;0.4034;0.598;0.7226;0.8146;0.8821
1;5-731;Andere operative Geburtseinleitung;648;24;27.00;0.8488;0.9444;0.963;0.9784;0.9815
1;5-732;Innere und kombinierte Wendung ohne und mit Extraktion;263;62;4.2419;0.6806;0.7567;0.8175;0.8593;0.8821
1;5-733;Misslungene vaginale operative Entbindung;676;259;2.61;0.3609;0.5296;0.645;0.7263;0.8033
1;5-734;Operative Maßnahmen am Feten zur Geburtserleichterung;17;9;1.8889;0.2941;0.4706;0.5882;0.7059;0.7647
1;5-738;Episiotomie und Naht;81196;636;127.6667;0.2754;0.4395;0.5712;0.6797;0.7711
1;5-739;Andere Operationen zur Unterstützung der Geburt;73;31;2.3548;0.4521;0.6301;0.6986;0.7397;0.7945
1;5-740;Klassische Sectio caesarea;46273;598;77.3796;0.4792;0.6786;0.8016;0.877;0.9292
1;5-741;Sectio caesarea, suprazervikal und korporal;8514;358;23.7821;0.7882;0.8833;0.9249;0.9506;0.9659
1;5-742;Sectio caesarea extraperitonealis;86;57;1.5088;0.2674;0.3953;0.5349;0.6047;0.6744
1;5-743;Entfernung eines intraperitonealen Embryos;40;39;1.0256;0.125;0.225;0.325;0.425;0.525
1;5-744;Operationen bei Extrauteringravidität;8351;662;12.6148;0.2856;0.4591;0.5918;0.6982;0.7861
1;5-749;Andere Sectio caesarea;240327;636;377.8726;0.2927;0.468;0.5986;0.6975;0.7806
1;5-750;Intraamniale Injektion zur Beendigung der Schwangerschaft;17;10;1.70;0.3529;0.4706;0.5882;0.6471;0.7059
1;5-751;Kürettage zur Beendigung der Schwangerschaft [Abruptio];1116;269;4.1487;0.448;0.595;0.6989;0.7751;0.8369
1;5-752;Andere Operationen zur Beendigung einer Schwangerschaft;45;37;1.2162;0.2444;0.3333;0.4222;0.5111;0.60
1;5-753;Therapeutische Amniozentese [Amnionpunktion];901;87;10.3563;0.5472;0.7469;0.8546;0.9068;0.9367
1;5-754;Intrauterine Therapie des Feten;774;75;10.32;0.7028;0.8437;0.8966;0.9212;0.9419
1;5-755;Andere intrauterine Operationen am Feten;56;9;6.2222;0.5536;0.8214;0.875;0.9107;0.9286
1;5-756;Entfernung zurückgebliebener Plazenta (postpartal);32301;640;50.4703;0.3332;0.5134;0.6416;0.7373;0.8126
1;5-757;Uterusexstirpation, geburtshilflich;352;184;1.913;0.3097;0.4801;0.5824;0.6875;0.7386
1;5-758;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss];328813;644;510.5792;0.2915;0.4727;0.6018;0.7075;0.7923
1;5-759;Andere geburtshilfliche Operationen;2350;453;5.1876;0.4613;0.6298;0.7311;0.8077;0.8664
1;5-760;Reposition einer lateralen Mittelgesichtsfraktur;5311;249;21.3293;0.4329;0.6818;0.8268;0.8961;0.9369
1;5-761;Reposition einer zentralen Mittelgesichtsfraktur;1365;176;7.7557;0.3941;0.5985;0.7465;0.833;0.8945
1;5-762;Reposition einer zentrolateralen Mittelgesichtsfraktur;794;142;5.5915;0.4232;0.6058;0.7431;0.8212;0.8741
1;5-763;Reposition anderer kombinierter Mittelgesichtsfrakturen (Mehrfachfraktur);861;143;6.021;0.4181;0.6283;0.7468;0.8269;0.8839
1;5-764;Reposition einer Fraktur des Corpus mandibulae und des Processus alveolaris mandibulae;3361;162;20.7469;0.3811;0.6055;0.7822;0.8852;0.9408
1;5-765;Reposition einer Fraktur des Ramus mandibulae und des Processus articularis mandibulae;2635;155;17.00;0.3947;0.6004;0.7624;0.8611;0.9294
1;5-766;Reposition einer Orbitafraktur;6348;259;24.5097;0.452;0.6813;0.8138;0.8886;0.936
1;5-767;Reposition einer Stirnhöhlenwandfraktur;485;130;3.7308;0.2948;0.4887;0.6351;0.7361;0.8103
1;5-768;Reosteotomien disloziert verheilter Gesichtsschädelfrakturen;73;42;1.7381;0.2329;0.3836;0.5205;0.6301;0.7123
1;5-769;Andere Operationen bei Gesichtsschädelfrakturen;7699;186;41.3925;0.4316;0.6705;0.828;0.921;0.9622
1;5-770;Inzision (Osteotomie), lokale Exzision und Destruktion (von erkranktem Gewebe) eines Gesichtsschädelknochens;13665;246;55.5488;0.5652;0.8223;0.9476;0.9792;0.988
1;5-771;Partielle und totale Resektion eines Gesichtsschädelknochens;3001;173;17.3468;0.5462;0.7318;0.8401;0.9064;0.9497
1;5-772;Partielle und totale Resektion der Mandibula;2858;142;20.1268;0.3985;0.6134;0.7736;0.8726;0.9332
1;5-773;Arthroplastik am Kiefergelenk;567;121;4.686;0.4868;0.6508;0.7637;0.8377;0.8854
1;5-774;Plastische Rekonstruktion und Augmentation der Maxilla;1598;119;13.4286;0.378;0.5889;0.7353;0.8373;0.9055
1;5-775;Plastische Rekonstruktion und Augmentation der Mandibula;1910;110;17.3636;0.3157;0.5251;0.6921;0.8131;0.8932
1;5-776;Osteotomie zur Verlagerung des Untergesichtes;3729;124;30.0726;0.3282;0.5361;0.672;0.7825;0.8589
1;5-777;Osteotomie zur Verlagerung des Mittelgesichtes;3102;120;25.85;0.3756;0.5693;0.7092;0.8059;0.8752
1;5-778;Rekonstruktion der Weichteile im Gesicht;5680;478;11.8828;0.6134;0.7833;0.8634;0.9093;0.9394
1;5-779;Andere Operationen an Kiefergelenk und Gesichtsschädelknochen;8380;216;38.7963;0.4628;0.697;0.8548;0.9428;0.9747
1;5-77a;Implantatversorgung für die Rekonstruktion mit Gesichtsepithesen;460;104;4.4231;0.4565;0.6109;0.7043;0.7891;0.8457
1;5-77b;Knochentransplantation und -transposition an Kiefer- und Gesichtsschädelknochen;1807;115;15.713;0.4189;0.6331;0.7914;0.8816;0.9347
1;5-780;Inzision am Knochen, septisch und aseptisch;72487;1099;65.9572;0.5163;0.6799;0.7834;0.855;0.9067
1;5-781;Osteotomie und Korrekturosteotomie;31788;1034;30.7427;0.5341;0.6982;0.7974;0.8656;0.9124
1;5-782;Exzision und Resektion von erkranktem Knochengewebe;83611;1098;76.1485;0.5017;0.6688;0.776;0.8506;0.9033
1;5-783;Entnahme eines Knochentransplantates;51631;1031;50.0786;0.5128;0.6948;0.804;0.875;0.9222
1;5-784;Knochentransplantation und -transposition;79881;1055;75.7166;0.4767;0.6496;0.7653;0.8436;0.9012
1;5-785;Implantation von alloplastischem Knochenersatz;22160;943;23.4995;0.469;0.6477;0.7616;0.8421;0.8989
1;5-786;Osteosyntheseverfahren;129522;1099;117.8544;0.4794;0.6717;0.7877;0.861;0.912
1;5-787;Entfernung von Osteosynthesematerial;171922;1120;153.5018;0.3528;0.5197;0.6432;0.7424;0.8215
1;5-788;Operationen an Metatarsale und Phalangen des Fußes;143137;1076;133.027;0.5396;0.7142;0.8143;0.8793;0.9249
1;5-789;Andere Operationen am Knochen;8599;790;10.8848;0.6473;0.7778;0.8472;0.893;0.9251
1;5-790;Geschlossene Reposition einer Fraktur oder Epiphysenlösung mit Osteosynthese;160774;1055;152.3924;0.3044;0.4794;0.613;0.7195;0.8079
1;5-791;Offene Reposition einer einfachen Fraktur im Schaftbereich eines langen Röhrenknochens;17417;1026;16.9756;0.3119;0.4881;0.6196;0.7252;0.8104
1;5-792;Offene Reposition einer Mehrfragment-Fraktur im Schaftbereich eines langen Röhrenknochens;30389;1005;30.2378;0.3075;0.4854;0.6207;0.7275;0.8131
1;5-793;Offene Reposition einer einfachen Fraktur im Gelenkbereich eines langen Röhrenknochens;116721;1065;109.5972;0.2723;0.446;0.5838;0.6933;0.7865
1;5-794;Offene Reposition einer Mehrfragment-Fraktur im Gelenkbereich eines langen Röhrenknochens;213267;1056;201.9574;0.2894;0.4607;0.5949;0.7046;0.7958
1;5-795;Offene Reposition einer einfachen Fraktur an kleinen Knochen;21950;1044;21.0249;0.3518;0.5297;0.654;0.753;0.8306
1;5-796;Offene Reposition einer Mehrfragment-Fraktur an kleinen Knochen;35087;1028;34.1313;0.355;0.5321;0.6568;0.7549;0.8306
1;5-797;Offene Reposition einer Fraktur an Talus und Kalkaneus;5687;795;7.1535;0.3747;0.5542;0.6761;0.767;0.8407
1;5-798;Offene Reposition einer Beckenrand- und Beckenringfraktur;3624;455;7.9648;0.4487;0.638;0.7586;0.8353;0.8905
1;5-799;Offene Reposition einer Azetabulum- und Hüftkopffraktur mit Osteosynthese;2644;398;6.6432;0.4232;0.6293;0.7387;0.8207;0.8767
1;5-79a;Geschlossene Reposition einer Gelenkluxation mit Osteosynthese;10323;920;11.2207;0.4194;0.603;0.7268;0.8144;0.8759
1;5-79b;Offene Reposition einer Gelenkluxation;16268;1014;16.0434;0.3949;0.573;0.6925;0.7836;0.8521
1;5-79c;Andere Reposition von Fraktur und Luxation;430;66;6.5152;0.7116;0.8465;0.8884;0.907;0.9233
1;5-800;Offen chirurgische Operation eines Gelenkes;172369;1092;157.8471;0.5368;0.6963;0.7946;0.8632;0.912
1;5-801;Offen chirurgische Operation am Gelenkknorpel und an den Menisken;18942;995;19.0372;0.5266;0.6864;0.79;0.8566;0.9055
