Type;Bereich;Bezeichnung;Anzahl KH;AnzahlTS
3;H22;Affektionen der Iris und des Ziliarkörpers bei anderenorts klassifizierten Krankheiten;0;0
3;H25;Cataracta senilis;5;3282
3;H26;Sonstige Kataraktformen;2;423
3;H27;Sonstige Affektionen der Linse;4;16
3;H28;Katarakt und sonstige Affektionen der Linse bei anderenorts klassifizierten Krankheiten;0;0
3;H30;Chorioretinitis;5;6
3;H31;Sonstige Affektionen der Aderhaut;-999;-999
3;H32;Chorioretinale Affektionen bei anderenorts klassifizierten Krankheiten;0;0
3;H33;Netzhautablösung und Netzhautriss;5;22
3;H34;Netzhautgefäßverschluss;4;14
3;H35;Sonstige Affektionen der Netzhaut;13;5507
3;H36;Affektionen der Netzhaut bei anderenorts klassifizierten Krankheiten;0;0
3;H40;Glaukom;8;47
3;H42;Glaukom bei anderenorts klassifizierten Krankheiten;0;0
3;H43;Affektionen des Glaskörpers;4;7
3;H44;Affektionen des Augapfels;4;9
3;H45;Affektionen des Glaskörpers und des Augapfels bei anderenorts klassifizierten Krankheiten;0;0
3;H46;Neuritis nervi optici;20;89
3;H47;Sonstige Affektionen des N. opticus [II. Hirnnerv] und der Sehbahn;21;34
3;H48;Affektionen des N. opticus [II. Hirnnerv] und der Sehbahn bei anderenorts klassifizierten Krankheiten;0;0
3;H49;Strabismus paralyticus;26;58
3;H50;Sonstiger Strabismus;18;44
3;H51;Sonstige Störungen der Blickbewegungen;7;18
3;H52;Akkommodationsstörungen und Refraktionsfehler;6;10
3;H53;Sehstörungen;36;179
3;H54;Blindheit und Sehbeeinträchtigung;9;13
3;H55;Nystagmus und sonstige abnorme Augenbewegungen;18;61
3;H57;Sonstige Affektionen des Auges und der Augenanhangsgebilde;22;41
3;H58;Sonstige Affektionen des Auges und der Augenanhangsgebilde bei anderenorts klassifizierten Krankheiten;0;0
3;H59;Affektionen des Auges und der Augenanhangsgebilde nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;-999;-999
3;H60;Otitis externa;8;9
3;H61;Sonstige Krankheiten des äußeren Ohres;14;45
3;H62;Krankheiten des äußeren Ohres bei anderenorts klassifizierten Krankheiten;0;0
3;H65;Nichteitrige Otitis media;16;138
3;H66;Eitrige und nicht näher bezeichnete Otitis media;9;49
3;H67;Otitis media bei anderenorts klassifizierten Krankheiten;0;0
3;H68;Entzündung und Verschluss der Tuba auditiva;-999;-999
3;H69;Sonstige Krankheiten der Tuba auditiva;8;35
3;H70;Mastoiditis und verwandte Zustände;5;7
3;H71;Cholesteatom des Mittelohres;3;12
3;H72;Trommelfellperforation;4;6
3;H73;Sonstige Krankheiten des Trommelfells;2;2
3;H74;Sonstige Krankheiten des Mittelohres und des Warzenfortsatzes;3;7
3;H75;Sonstige Krankheiten des Mittelohres und des Warzenfortsatzes bei anderenorts klassifizierten Krankheiten;0;0
3;H80;Otosklerose;2;3
3;H81;Störungen der Vestibularfunktion;72;873
3;H82;Schwindelsyndrome bei anderenorts klassifizierten Krankheiten;0;0
3;H83;Sonstige Krankheiten des Innenohres;10;72
3;H90;Hörverlust durch Schallleitungs- oder Schallempfindungsstörung;25;2452
3;H91;Sonstiger Hörverlust;27;1593
3;H92;Otalgie und Ohrenfluss;4;6
3;H93;Sonstige Krankheiten des Ohres, anderenorts nicht klassifiziert;24;2318
3;H94;Sonstige Krankheiten des Ohres bei anderenorts klassifizierten Krankheiten;0;0
3;H95;Krankheiten des Ohres und des Warzenfortsatzes nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;2;2
3;I00;Rheumatisches Fieber ohne Angabe einer Herzbeteiligung;3;4
3;I01;Rheumatisches Fieber mit Herzbeteiligung;-999;-999
3;I02;Rheumatische Chorea;0;0
3;I05;Rheumatische Mitralklappenkrankheiten;0;0
3;I06;Rheumatische Aortenklappenkrankheiten;-999;-999
3;I07;Rheumatische Trikuspidalklappenkrankheiten;3;4
3;I08;Krankheiten mehrerer Herzklappen;5;7
3;I09;Sonstige rheumatische Herzkrankheiten;0;0
3;I10;Essentielle (primäre) Hypertonie;95;693
3;I11;Hypertensive Herzkrankheit;39;183
3;I12;Hypertensive Nierenkrankheit;3;4
3;I13;Hypertensive Herz- und Nierenkrankheit;6;7
3;I15;Sekundäre Hypertonie;8;14
3;I20;Angina pectoris;26;234
3;I21;Akuter Myokardinfarkt;71;217
3;I22;Rezidivierender Myokardinfarkt;0;0
3;I23;Bestimmte akute Komplikationen nach akutem Myokardinfarkt;-999;-999
3;I24;Sonstige akute ischämische Herzkrankheit;4;7
3;I25;Chronische ischämische Herzkrankheit;73;887
3;I26;Lungenembolie;30;61
3;I27;Sonstige pulmonale Herzkrankheiten;17;29
3;I28;Sonstige Krankheiten der Lungengefäße;3;6
3;I30;Akute Perikarditis;-999;-999
3;I31;Sonstige Krankheiten des Perikards;12;22
3;I32;Perikarditis bei anderenorts klassifizierten Krankheiten;0;0
3;I33;Akute und subakute Endokarditis;7;10
3;I34;Nichtrheumatische Mitralklappenkrankheiten;24;96
3;I35;Nichtrheumatische Aortenklappenkrankheiten;45;173
3;I36;Nichtrheumatische Trikuspidalklappenkrankheiten;3;4
3;I37;Pulmonalklappenkrankheiten;2;5
3;I38;Endokarditis, Herzklappe nicht näher bezeichnet;5;5
3;I39;Endokarditis und Herzklappenkrankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;I40;Akute Myokarditis;7;11
3;I41;Myokarditis bei anderenorts klassifizierten Krankheiten;0;0
3;I42;Kardiomyopathie;29;232
3;I43;Kardiomyopathie bei anderenorts klassifizierten Krankheiten;0;0
3;I44;Atrioventrikulärer Block und Linksschenkelblock;25;49
3;I45;Sonstige kardiale Erregungsleitungsstörungen;10;17
3;I46;Herzstillstand;3;3
3;I47;Paroxysmale Tachykardie;22;81
3;I48;Vorhofflimmern und Vorhofflattern;61;457
3;I49;Sonstige kardiale Arrhythmien;40;104
3;I50;Herzinsuffizienz;127;1486
3;I51;Komplikationen einer Herzkrankheit und ungenau beschriebene Herzkrankheit;15;44
3;I52;Sonstige Herzkrankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;I60;Subarachnoidalblutung;15;39
3;I61;Intrazerebrale Blutung;64;161
3;I62;Sonstige nichttraumatische intrakranielle Blutung;34;58
3;I63;Hirninfarkt;129;2006
3;I64;Schlaganfall, nicht als Blutung oder Infarkt bezeichnet;44;146
3;I65;Verschluss und Stenose präzerebraler Arterien ohne resultierenden Hirninfarkt;27;313
3;I66;Verschluss und Stenose zerebraler Arterien ohne resultierenden Hirninfarkt;12;19
3;I67;Sonstige zerebrovaskuläre Krankheiten;86;521
3;I68;Zerebrovaskuläre Störungen bei anderenorts klassifizierten Krankheiten;0;0
3;I69;Folgen einer zerebrovaskulären Krankheit;33;155
3;I70;Atherosklerose;100;566
3;I71;Aortenaneurysma und -dissektion;23;124
3;I72;Sonstiges Aneurysma und sonstige Dissektion;24;79
3;I73;Sonstige periphere Gefäßkrankheiten;32;208
3;I74;Arterielle Embolie und Thrombose;18;26
3;I77;Sonstige Krankheiten der Arterien und Arteriolen;24;77
3;I78;Krankheiten der Kapillaren;14;264
3;I79;Krankheiten der Arterien, Arteriolen und Kapillaren bei anderenorts klassifizierten Krankheiten;0;0
3;I80;Thrombose, Phlebitis und Thrombophlebitis;24;126
3;I81;Pfortaderthrombose;7;12
3;I82;Sonstige venöse Embolie und Thrombose;11;22
3;I83;Varizen der unteren Extremitäten;45;756
3;I85;Ösophagusvarizen;13;28
3;I86;Varizen sonstiger Lokalisationen;3;12
3;I87;Sonstige Venenkrankheiten;23;93
3;I88;Unspezifische Lymphadenitis;16;35
3;I89;Sonstige nichtinfektiöse Krankheiten der Lymphgefäße und Lymphknoten;26;55
3;I95;Hypotonie;40;90
3;I97;Kreislaufkomplikationen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;2;2
3;I98;Sonstige Störungen des Kreislaufsystems bei anderenorts klassifizierten Krankheiten;0;0
3;I99;Sonstige und nicht näher bezeichnete Krankheiten des Kreislaufsystems;4;5
3;J00;Akute Rhinopharyngitis [Erkältungsschnupfen];3;3
3;J01;Akute Sinusitis;6;8
3;J02;Akute Pharyngitis;5;5
3;J03;Akute Tonsillitis;6;12
3;J04;Akute Laryngitis und Tracheitis;5;5
3;J05;Akute obstruktive Laryngitis [Krupp] und Epiglottitis;-999;-999
3;J06;Akute Infektionen an mehreren oder nicht näher bezeichneten Lokalisationen der oberen Atemwege;23;77
3;J09;Grippe durch bestimmte nachgewiesene Influenzaviren;-999;-999
3;J10;Grippe durch sonstige nachgewiesene Influenzaviren;2;2
3;J11;Grippe, Viren nicht nachgewiesen;4;5
3;J12;Viruspneumonie, anderenorts nicht klassifiziert;2;2
3;J13;Pneumonie durch Streptococcus pneumoniae;-999;-999
3;J14;Pneumonie durch Haemophilus influenzae;-999;-999
3;J15;Pneumonie durch Bakterien, anderenorts nicht klassifiziert;15;25
3;J16;Pneumonie durch sonstige Infektionserreger, anderenorts nicht klassifiziert;3;3
3;J17;Pneumonie bei anderenorts klassifizierten Krankheiten;0;0
3;J18;Pneumonie, Erreger nicht näher bezeichnet;71;236
3;J20;Akute Bronchitis;33;65
3;J21;Akute Bronchiolitis;4;4
3;J22;Akute Infektion der unteren Atemwege, nicht näher bezeichnet;6;34
3;J30;Vasomotorische und allergische Rhinopathie;15;209
3;J31;Chronische Rhinitis, Rhinopharyngitis und Pharyngitis;8;9
3;J32;Chronische Sinusitis;17;42
3;J33;Nasenpolyp;5;6
3;J34;Sonstige Krankheiten der Nase und der Nasennebenhöhlen;12;62
3;J35;Chronische Krankheiten der Gaumenmandeln und der Rachenmandel;13;323
3;J36;Peritonsillarabszess;-999;-999
3;J37;Chronische Laryngitis und Laryngotracheitis;3;4
3;J38;Krankheiten der Stimmlippen und des Kehlkopfes, anderenorts nicht klassifiziert;23;195
3;J39;Sonstige Krankheiten der oberen Atemwege;10;16
3;J40;Bronchitis, nicht als akut oder chronisch bezeichnet;28;155
3;J41;Einfache und schleimig-eitrige chronische Bronchitis;7;14
3;J42;Nicht näher bezeichnete chronische Bronchitis;9;48
3;J43;Emphysem;9;10
3;J44;Sonstige chronische obstruktive Lungenkrankheit;108;414
3;J45;Asthma bronchiale;40;2597
3;J46;Status asthmaticus;-999;-999
3;J47;Bronchiektasen;5;8
3;J60;Kohlenbergarbeiter-Pneumokoniose;0;0
3;J61;Pneumokoniose durch Asbest und sonstige anorganische Fasern;-999;-999
3;J62;Pneumokoniose durch Quarzstaub;0;0
3;J63;Pneumokoniose durch sonstige anorganische Stäube;0;0
3;J64;Nicht näher bezeichnete Pneumokoniose;0;0
3;J65;Pneumokoniose in Verbindung mit Tuberkulose;0;0
3;J66;Krankheit der Atemwege durch spezifischen organischen Staub;-999;-999
3;J67;Allergische Alveolitis durch organischen Staub;4;6
3;J68;Krankheiten der Atmungsorgane durch Einatmen von chemischen Substanzen, Gasen, Rauch und Dämpfen;-999;-999
3;J69;Pneumonie durch feste und flüssige Substanzen;3;3
3;J70;Krankheiten der Atmungsorgane durch sonstige exogene Substanzen;0;0
3;J80;Atemnotsyndrom des Erwachsenen [ARDS];2;5
3;J81;Lungenödem;2;2
3;J82;Eosinophiles Lungeninfiltrat, anderenorts nicht klassifiziert;3;4
3;J84;Sonstige interstitielle Lungenkrankheiten;20;60
3;J85;Abszess der Lunge und des Mediastinums;4;5
3;J86;Pyothorax;8;11
3;J90;Pleuraerguss, anderenorts nicht klassifiziert;21;73
3;J91;Pleuraerguss bei anderenorts klassifizierten Krankheiten;0;0
3;J92;Pleuraplaques;-999;-999
3;J93;Pneumothorax;2;2
3;J94;Sonstige Krankheitszustände der Pleura;5;5
3;J95;Krankheiten der Atemwege nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;8;70
3;J96;Respiratorische Insuffizienz, anderenorts nicht klassifiziert;42;732
3;J98;Sonstige Krankheiten der Atemwege;26;48
3;J99;Krankheiten der Atemwege bei anderenorts klassifizierten Krankheiten;0;0
3;K00;Störungen der Zahnentwicklung und des Zahndurchbruchs;4;13
3;K01;Retinierte und impaktierte Zähne;3;52
3;K02;Zahnkaries;9;167
3;K03;Sonstige Krankheiten der Zahnhartsubstanzen;3;3
3;K04;Krankheiten der Pulpa und des periapikalen Gewebes;2;11
3;K05;Gingivitis und Krankheiten des Parodonts;5;9
3;K06;Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes;3;3
3;K07;Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion];10;101
3;K08;Sonstige Krankheiten der Zähne und des Zahnhalteapparates;7;55
3;K09;Zysten der Mundregion, anderenorts nicht klassifiziert;6;12
3;K10;Sonstige Krankheiten der Kiefer;5;26
3;K11;Krankheiten der Speicheldrüsen;16;336
3;K12;Stomatitis und verwandte Krankheiten;13;26
3;K13;Sonstige Krankheiten der Lippe und der Mundschleimhaut;17;54
3;K14;Krankheiten der Zunge;10;14
3;K20;Ösophagitis;25;121
3;K21;Gastroösophageale Refluxkrankheit;48;621
3;K22;Sonstige Krankheiten des Ösophagus;36;338
3;K23;Krankheiten des Ösophagus bei anderenorts klassifizierten Krankheiten;0;0
3;K25;Ulcus ventriculi;27;42
3;K26;Ulcus duodeni;23;28
3;K27;Ulcus pepticum, Lokalisation nicht näher bezeichnet;5;5
3;K28;Ulcus pepticum jejuni;-999;-999
3;K29;Gastritis und Duodenitis;69;784
3;K30;Funktionelle Dyspepsie;10;23
3;K31;Sonstige Krankheiten des Magens und des Duodenums;21;43
3;K35;Akute Appendizitis;5;6
3;K36;Sonstige Appendizitis;-999;-999
3;K37;Nicht näher bezeichnete Appendizitis;-999;-999
3;K38;Sonstige Krankheiten der Appendix;-999;-999
3;K40;Hernia inguinalis;13;24
3;K41;Hernia femoralis;-999;-999
3;K42;Hernia umbilicalis;4;7
3;K43;Hernia ventralis;16;17
3;K44;Hernia diaphragmatica;15;51
3;K45;Sonstige abdominale Hernien;0;0
3;K46;Nicht näher bezeichnete abdominale Hernie;-999;-999
3;K50;Crohn-Krankheit [Enteritis regionalis] [Morbus Crohn];62;2163
3;K51;Colitis ulcerosa;53;656
3;K52;Sonstige nichtinfektiöse Gastroenteritis und Kolitis;52;313
3;K55;Gefäßkrankheiten des Darmes;9;9
3;K56;Paralytischer Ileus und intestinale Obstruktion ohne Hernie;40;95
3;K57;Divertikulose des Darmes;32;72
3;K58;Reizdarmsyndrom;24;457
3;K59;Sonstige funktionelle Darmstörungen;50;1529
3;K60;Fissur und Fistel in der Anal- und Rektalregion;14;31
3;K61;Abszess in der Anal- und Rektalregion;9;16
3;K62;Sonstige Krankheiten des Anus und des Rektums;34;155
3;K63;Sonstige Krankheiten des Darmes;21;52
3;K64;Hämorrhoiden und Perianalvenenthrombose;13;25
3;K65;Peritonitis;6;6
3;K66;Sonstige Krankheiten des Peritoneums;6;10
3;K67;Krankheiten des Peritoneums bei anderenorts klassifizierten Infektionskrankheiten;0;0
3;K70;Alkoholische Leberkrankheit;19;63
3;K71;Toxische Leberkrankheit;14;17
3;K72;Leberversagen, anderenorts nicht klassifiziert;4;5
3;K73;Chronische Hepatitis, anderenorts nicht klassifiziert;3;17
3;K74;Fibrose und Zirrhose der Leber;25;156
3;K75;Sonstige entzündliche Leberkrankheiten;22;85
3;K76;Sonstige Krankheiten der Leber;30;182
3;K77;Leberkrankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;K80;Cholelithiasis;44;102
3;K81;Cholezystitis;15;20
3;K82;Sonstige Krankheiten der Gallenblase;7;8
3;K83;Sonstige Krankheiten der Gallenwege;20;91
3;K85;Akute Pankreatitis;23;46
3;K86;Sonstige Krankheiten des Pankreas;32;176
3;K87;Krankheiten der Gallenblase, der Gallenwege und des Pankreas bei anderenorts klassifizierten Krankheiten;0;0
3;K90;Intestinale Malabsorption;44;1050
3;K91;Krankheiten des Verdauungssystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;26;141
3;K92;Sonstige Krankheiten des Verdauungssystems;40;87
3;K93;Krankheiten sonstiger Verdauungsorgane bei anderenorts klassifizierten Krankheiten;0;0
3;L00;Staphylococcal scalded skin syndrome [SSS-Syndrom];0;0
3;L01;Impetigo;10;14
3;L02;Hautabszess, Furunkel und Karbunkel;24;83
3;L03;Phlegmone;25;52
3;L04;Akute Lymphadenitis;14;19
3;L05;Pilonidalzyste;15;41
3;L08;Sonstige lokale Infektionen der Haut und der Unterhaut;18;40
3;L10;Pemphiguskrankheiten;18;84
3;L11;Sonstige akantholytische Dermatosen;12;18
3;L12;Pemphigoidkrankheiten;19;202
3;L13;Sonstige bullöse Dermatosen;12;22
3;L14;Bullöse Dermatosen bei anderenorts klassifizierten Krankheiten;0;0
3;L20;Atopisches [endogenes] Ekzem;58;2281
3;L21;Seborrhoisches Ekzem;19;94
3;L22;Windeldermatitis;4;4
3;L23;Allergische Kontaktdermatitis;28;93
3;L24;Toxische Kontaktdermatitis;17;54
3;L25;Nicht näher bezeichnete Kontaktdermatitis;7;13
3;L26;Exfoliative Dermatitis;0;0
3;L27;Dermatitis durch oral, enteral oder parenteral aufgenommene Substanzen;20;52
3;L28;Lichen simplex chronicus und Prurigo;39;486
3;L29;Pruritus;29;120
3;L30;Sonstige Dermatitis;47;2584
3;L40;Psoriasis;73;5395
3;L41;Parapsoriasis;29;145
3;L42;Pityriasis rosea;6;6
3;L43;Lichen ruber planus;43;468
3;L44;Sonstige papulosquamöse Hautkrankheiten;21;95
3;L45;Papulosquamöse Hautkrankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;L50;Urtikaria;41;577
3;L51;Erythema exsudativum multiforme;7;11
3;L52;Erythema nodosum;13;30
3;L53;Sonstige erythematöse Krankheiten;17;33
3;L54;Erythem bei anderenorts klassifizierten Krankheiten;0;0
3;L55;Dermatitis solaris acuta;-999;-999
3;L56;Sonstige akute Hautveränderungen durch Ultraviolettstrahlen;28;93
3;L57;Hautveränderungen durch chronische Exposition gegenüber nichtionisierender Strahlung;33;1708
3;L58;Radiodermatitis;3;3
3;L59;Sonstige Krankheiten der Haut und der Unterhaut durch Strahleneinwirkung;0;0
3;L60;Krankheiten der Nägel;24;163
3;L62;Krankheiten der Nägel bei anderenorts klassifizierten Krankheiten;0;0
3;L63;Alopecia areata;14;101
3;L64;Alopecia androgenetica;4;6
3;L65;Sonstiger Haarausfall ohne Narbenbildung;6;8
3;L66;Narbige Alopezie [Haarausfall mit Narbenbildung];20;43
3;L67;Anomalien der Haarfarbe und des Haarschaftes;-999;-999
3;L68;Hypertrichose;16;46
3;L70;Akne;15;34
3;L71;Rosazea;22;71
3;L72;Follikuläre Zysten der Haut und der Unterhaut;29;374
3;L73;Sonstige Krankheiten der Haarfollikel;28;233
3;L74;Krankheiten der ekkrinen Schweißdrüsen;-999;-999
3;L75;Krankheiten der apokrinen Schweißdrüsen;3;4
3;L80;Vitiligo;9;16
3;L81;Sonstige Störungen der Hautpigmentierung;20;56
3;L82;Seborrhoische Keratose;18;63
3;L83;Acanthosis nigricans;2;2
3;L84;Hühneraugen und Horn- (Haut-) Schwielen;2;6
3;L85;Sonstige Epidermisverdickung;27;72
3;L86;Keratom bei anderenorts klassifizierten Krankheiten;0;0
3;L87;Störungen der transepidermalen Elimination;10;13
3;L88;Pyoderma gangraenosum;20;138
3;L89;Dekubitalgeschwür und Druckzone;12;32
3;L90;Atrophische Hautkrankheiten;37;150
3;L91;Hypertrophe Hautkrankheiten;20;109
3;L92;Granulomatöse Krankheiten der Haut und der Unterhaut;44;218
3;L93;Lupus erythematodes;42;247
3;L94;Sonstige lokalisierte Krankheiten des Bindegewebes;40;294
3;L95;Anderenorts nicht klassifizierte Vaskulitis, die auf die Haut begrenzt ist;18;68
3;L97;Ulcus cruris, anderenorts nicht klassifiziert;29;1365
3;L98;Sonstige Krankheiten der Haut und der Unterhaut, anderenorts nicht klassifiziert;39;330
3;L99;Sonstige Krankheiten der Haut und der Unterhaut bei anderenorts klassifizierten Krankheiten;0;0
3;M00;Eitrige Arthritis;15;17
3;M01;Direkte Gelenkinfektionen bei anderenorts klassifizierten infektiösen und parasitären Krankheiten;0;0
3;M02;Reaktive Arthritiden;18;52
3;M03;Postinfektiöse und reaktive Arthritiden bei anderenorts klassifizierten Krankheiten;0;0
3;M05;Seropositive chronische Polyarthritis;45;1089
3;M06;Sonstige chronische Polyarthritis;93;1451
3;M07;Arthritis psoriatica und Arthritiden bei gastrointestinalen Grundkrankheiten;0;0
3;M08;Juvenile Arthritis;46;676
3;M09;Juvenile Arthritis bei anderenorts klassifizierten Krankheiten;0;0
3;M10;Gicht;25;57
3;M11;Sonstige Kristall-Arthropathien;7;9
3;M12;Sonstige näher bezeichnete Arthropathien;15;17
3;M13;Sonstige Arthritis;44;217
3;M14;Arthropathien bei sonstigen anderenorts klassifizierten Krankheiten;0;0
3;M15;Polyarthrose;86;555
3;M16;Koxarthrose [Arthrose des Hüftgelenkes];115;546
3;M17;Gonarthrose [Arthrose des Kniegelenkes];130;706
3;M18;Rhizarthrose [Arthrose des Daumensattelgelenkes];11;20
3;M19;Sonstige Arthrose;82;170
3;M20;Erworbene Deformitäten der Finger und Zehen;3;3
3;M21;Sonstige erworbene Deformitäten der Extremitäten;16;34
3;M22;Krankheiten der Patella;9;11
3;M23;Binnenschädigung des Kniegelenkes [internal derangement];12;16
3;M24;Sonstige näher bezeichnete Gelenkschädigungen;19;26
3;M25;Sonstige Gelenkkrankheiten, anderenorts nicht klassifiziert;96;869
3;M30;Panarteriitis nodosa und verwandte Zustände;19;73
3;M31;Sonstige nekrotisierende Vaskulopathien;56;366
3;M32;Systemischer Lupus erythematodes;43;370
3;M33;Dermatomyositis-Polymyositis;41;144
3;M34;Systemische Sklerose;55;806
3;M35;Sonstige Krankheiten mit Systembeteiligung des Bindegewebes;91;718
3;M36;Systemkrankheiten des Bindegewebes bei anderenorts klassifizierten Krankheiten;0;0
3;M40;Kyphose und Lordose;12;38
3;M41;Skoliose;34;188
3;M42;Osteochondrose der Wirbelsäule;47;178
3;M43;Sonstige Deformitäten der Wirbelsäule und des Rückens;41;452
3;M45;Spondylitis ankylosans;44;613
3;M46;Sonstige entzündliche Spondylopathien;53;209
3;M47;Spondylose;117;846
3;M48;Sonstige Spondylopathien;149;1486
3;M49;Spondylopathien bei anderenorts klassifizierten Krankheiten;0;0
3;M50;Zervikale Bandscheibenschäden;39;164
3;M51;Sonstige Bandscheibenschäden;116;572
3;M53;Sonstige Krankheiten der Wirbelsäule und des Rückens, anderenorts nicht klassifiziert;80;840
3;M54;Rückenschmerzen;178;5024
3;M60;Myositis;15;37
3;M61;Kalzifikation und Ossifikation von Muskeln;2;2
3;M62;Sonstige Muskelkrankheiten;73;556
3;M63;Muskelkrankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;M65;Synovitis und Tenosynovitis;13;25
3;M66;Spontanruptur der Synovialis und von Sehnen;2;2
3;M67;Sonstige Krankheiten der Synovialis und der Sehnen;10;14
3;M68;Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten;0;0
3;M70;Krankheiten des Weichteilgewebes im Zusammenhang mit Beanspruchung, Überbeanspruchung und Druck;18;26
3;M71;Sonstige Bursopathien;13;17
3;M72;Fibromatosen;22;74
3;M73;Krankheiten des Weichteilgewebes bei anderenorts klassifizierten Krankheiten;0;0
3;M75;Schulterläsionen;43;168
3;M76;Enthesopathien der unteren Extremität mit Ausnahme des Fußes;12;19
3;M77;Sonstige Enthesopathien;26;43
3;M79;Sonstige Krankheiten des Weichteilgewebes, anderenorts nicht klassifiziert;114;2920
3;M80;Osteoporose mit pathologischer Fraktur;97;412
3;M81;Osteoporose ohne pathologische Fraktur;68;270
3;M82;Osteoporose bei anderenorts klassifizierten Krankheiten;0;0
3;M83;Osteomalazie im Erwachsenenalter;0;0
3;M84;Veränderungen der Knochenkontinuität;35;64
3;M85;Sonstige Veränderungen der Knochendichte und -struktur;16;24
3;M86;Osteomyelitis;38;120
3;M87;Knochennekrose;32;46
3;M88;Osteodystrophia deformans [Paget-Krankheit];6;14
3;M89;Sonstige Knochenkrankheiten;43;1100
3;M90;Osteopathien bei anderenorts klassifizierten Krankheiten;0;0
3;M91;Juvenile Osteochondrose der Hüfte und des Beckens;8;11
3;M92;Sonstige juvenile Osteochondrosen;2;3
3;M93;Sonstige Osteochondropathien;11;14
3;M94;Sonstige Knorpelkrankheiten;10;20
3;M95;Sonstige erworbene Deformitäten des Muskel-Skelett-Systems und des Bindegewebes;9;12
3;M96;Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;60;451
3;M99;Biomechanische Funktionsstörungen, anderenorts nicht klassifiziert;18;33
3;N00;Akutes nephritisches Syndrom;5;5
3;N01;Rapid-progressives nephritisches Syndrom;2;3
3;N02;Rezidivierende und persistierende Hämaturie;5;8
3;N03;Chronisches nephritisches Syndrom;5;5
3;N04;Nephrotisches Syndrom;18;69
3;N05;Nicht näher bezeichnetes nephritisches Syndrom;11;23
3;N06;Isolierte Proteinurie mit Angabe morphologischer Veränderungen;-999;-999
3;N07;Hereditäre Nephropathie, anderenorts nicht klassifiziert;2;2
3;N08;Glomeruläre Krankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;N10;Akute tubulointerstitielle Nephritis;20;42
3;N11;Chronische tubulointerstitielle Nephritis;2;6
3;N12;Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet;12;33
3;N13;Obstruktive Uropathie und Refluxuropathie;40;1008
3;N14;Arzneimittel- und schwermetallinduzierte tubulointerstitielle und tubuläre Krankheitszustände;0;0
3;N15;Sonstige tubulointerstitielle Nierenkrankheiten;-999;-999
3;N16;Tubulointerstitielle Nierenkrankheiten bei anderenorts klassifizierten Krankheiten;0;0
3;N17;Akutes Nierenversagen;33;57
3;N18;Chronische Nierenkrankheit;120;5454
3;N19;Nicht näher bezeichnete Niereninsuffizienz;12;18
3;N20;Nieren- und Ureterstein;18;350
3;N21;Stein in den unteren Harnwegen;3;3
3;N22;Harnstein bei anderenorts klassifizierten Krankheiten;0;0
3;N23;Nicht näher bezeichnete Nierenkolik;4;4
3;N25;Krankheiten infolge Schädigung der tubulären Nierenfunktion;5;18
3;N26;Schrumpfniere, nicht näher bezeichnet;3;3
3;N27;Kleine Niere unbekannter Ursache;5;11
3;N28;Sonstige Krankheiten der Niere und des Ureters, anderenorts nicht klassifiziert;29;222
3;N29;Sonstige Krankheiten der Niere und des Ureters bei anderenorts klassifizierten Krankheiten;0;0
3;N30;Zystitis;23;216
3;N31;Neuromuskuläre Dysfunktion der Harnblase, anderenorts nicht klassifiziert;28;2422
3;N32;Sonstige Krankheiten der Harnblase;12;65
3;N33;Krankheiten der Harnblase bei anderenorts klassifizierten Krankheiten;0;0
3;N34;Urethritis und urethrales Syndrom;6;7
3;N35;Harnröhrenstriktur;10;17
3;N36;Sonstige Krankheiten der Harnröhre;5;12
3;N37;Krankheiten der Harnröhre bei anderenorts klassifizierten Krankheiten;0;0
3;N39;Sonstige Krankheiten des Harnsystems;64;1320
3;N40;Prostatahyperplasie;7;90
3;N41;Entzündliche Krankheiten der Prostata;2;8
3;N42;Sonstige Krankheiten der Prostata;3;4
3;N43;Hydrozele und Spermatozele;3;3
3;N44;Hodentorsion und Hydatidentorsion;0;0
3;N45;Orchitis und Epididymitis;3;3
3;N46;Sterilität beim Mann;4;45
3;N47;Vorhauthypertrophie, Phimose und Paraphimose;8;15
3;N48;Sonstige Krankheiten des Penis;27;158
3;N49;Entzündliche Krankheiten der männlichen Genitalorgane, anderenorts nicht klassifiziert;-999;-999
3;N50;Sonstige Krankheiten der männlichen Genitalorgane;6;8
3;N51;Krankheiten der männlichen Genitalorgane bei anderenorts klassifizierten Krankheiten;0;0
